Wilayah,Jan,Feb,Mar,Apr,Mei,Jun,Jul,Agust,Sep,Okt,Nov,Des,Total
Jawa Timur 2022,280000,650000,2290000,1420000,530000,820000,1060000,640000,460000,490000,550000,340000,9530000
